,Pre-crash scenario,Appearance,First glance,Anomaly start,Evasive maneuver,Collision,Anomaly end
54,2,4.604334090783129,4.604334090783129,4.9046167488776815,5.550431489944458,6.239206340409023,6.4060300393504415
55,4,0.0667294795765671,3.3031092390400714,4.2039572133237275,4.312206029891969,5.104805187607383,8.508008646012303
56,1,0.9008479742836556,1.334589591531342,4.404145652053428,4.390739679336549,4.871252009089399,6.806406916809842
57,1,0.0667294795765671,3.169650279886937,5.405087845701934,6.031805276870728,6.973230615751262,8.708197084742006
58,3,0.16682369894141774,0.20018843872970127,6.005653161891037,6.1986470222473145,7.106689574904396,7.206783794269246
59,3,2.969461841157236,3.0695560605220864,3.7034861164994735,3.5862963199615483,4.304051432688579,6.005653161891037
60,2,0.10009421936485063,1.60150750983761,3.7034861164994735,4.7818474769592285,5.1381699273956665,6.906501136174693
61,1,0.0667294795765671,0.5338358366125368,9.40885662029596,9.05024003982544,10.276339854791333,12.411683201241482
62,4,0.0667294795765671,0.2335531785179848,1.901790167932162,2.1800711154937744,8.608102865377155,10.609987252674168
63,2,0.0667294795765671,0.20018843872970127,4.9046167488776815,7.062345266342162,8.774926564318573,9.609045059025659
64,2,4.070498254170593,4.070498254170593,5.905558942526188,6.775023460388184,7.039960095327826,7.9074433298232
65,3,3.1029208003103697,3.3364739788283546,3.5032976777697717,3.4093945026397705,4.170592473535444,6.506124258715293
66,4,0.06666666666666668,0.6666666666666666,4.0,4.3428876399993905,5.7333333333333325,11.1
67,3,0.2333333333333333,1.0,2.1,2.675745010375977,3.0,4.7
68,1,0.06666666666666668,0.26666666666666666,2.2,3.1138489246368413,3.7,4.6
69,1,0.06666666666666668,1.8,3.6,4.441749334335327,4.633333333333334,6.6
70,3,0.8333333333333334,1.0666666666666669,1.5,1.943351984024048,2.7,4.5
71,3,0.06666666666666668,1.3666666666666667,3.9,4.98354959487915,5.2,6.5
72,4,0.06666666666666668,0.6333333333333333,5.4,3.208442687988281,6.666666666666668,9.5
73,4,0.06666666666666668,1.3333333333333333,1.8,1.6313066482543943,3.0,5.2
74,1,0.06666666666666668,0.3333333333333333,1.3,1.8418207168579104,2.4,6.0
75,2,1.8666666666666667,1.9,2.6,2.9759693145751958,3.8,7.1
76,3,0.4666666666666667,2.6666666666666665,2.9,3.410590171813965,4.3,4.6
77,1,0.9333333333333332,0.9,2.0,3.687987089157105,4.066666666666666,4.9
78,4,3.0,3.0,3.5,3.8154125213623047,3.966666666666667,5.2
79,3,0.06666666666666668,1.2,2.3,2.343698024749756,4.0,5.0
80,2,3.6033840199059988,3.6033840199059988,4.404136024329555,4.54758620262146,4.637688692286424,9.9093060547415
81,2,1.801692009953,1.9351506773569256,4.003760022117777,4.479361534118652,4.704418025988388,8.908366049212056
82,3,1.7015980094000551,1.7015980094000551,2.101974011611833,2.848885059356689,3.1696433508432404,7.106674039259055
83,3,2.569079347525573,2.569079347525573,4.704418025988388,5.2126808166503915,6.2725573679845175,12.21146806745922
84,4,4.003760022117777,4.904606027094277,4.604324025435443,5.398478746414185,6.506110035941387,8.708178048106165
85,3,0.06672933370196295,0.3336466685098148,3.102914017141277,3.789972066879273,7.173403372961018,9.308742051423833
86,3,2.7025380149294995,2.7025380149294995,3.6033840199059988,4.192228555679321,4.637688692286424,8.708178048106165
87,2,0.10010540330633527,0.26694774215022743,4.3045323421724175,5.028479337692262,5.338954843004548,5.5057971818484415
88,2,0.6006324198380117,0.6340008876067901,1.7017918562077001,2.311436653137207,2.8363197603461665,4.004216132253411
89,2,2.636108953733496,3.336846776877843,3.8040053256407407,4.280988693237306,4.805059358704094,6.006324198380117
90,3,0.06673693553755686,0.33368467768778426,3.904110728947076,4.316045045852661,4.67158548762898,7.407799844668811
91,4,0.33368467768778426,0.4671585487628979,2.6027404859647167,3.2845888137817383,3.8707422611782976,5.105375568623098
92,3,0.9676855652945744,2.0021080661267057,5.105375568623098,5.244229555130005,5.839481859536225,8.108537667813156
93,2,-0.06673693553755686,0.4337900809941196,4.504743148785088,5.448508739471436,7.67474758681904,8.609064684344835
94,1,0.06673693553755686,0.33368467768778426,3.0031620991900585,5.77655029296875,6.2732719405303445,10.210751137246199
95,3,2.6027404859647167,2.9364251636525016,3.904110728947076,4.6121087074279785,5.172112504160657,9.610118717408188
96,4,0.06673693553755686,0.3003162099190059,3.904110728947076,4.5098302364349365,4.7383224231665375,13.514229446355266
97,3,6.707062021524464,7.20758903805614,8.408853877732163,8.863049507141113,9.276434039720405,9.409907910795516
98,4,0.4333124246079614,3.3331724969843184,1.3999324487334135,3.4235625267028813,3.1998455971049458,5.599729794933655
99,2,2.766533172496984,2.766533172496984,3.6998214716525935,3.809761285781861,4.266460796139928,4.3997876960193
100,3,0.06666344993968637,0.29998552472858864,6.799671893848011,6.966325044631957,8.666248492159227,11.29945476477684
101,1,0.06666344993968637,0.13332689987937274,4.199797346200241,4.476186752319336,5.4997346200241255,6.599681544028949
102,3,0.06666344993968637,0.5999710494571773,3.3998359469240054,3.725811958312988,4.433119420989144,4.999758745476479
103,1,0.06666344993968637,0.6666344993968637,2.399884197828709,6.426954746246338,6.7330084439083215,9.299551266586247
104,4,0.06666344993968637,0.5999710494571773,4.49978287092883,5.1175925731658936,7.232984318455972,9.999517490952957
105,3,1.633254523522316,1.6665862484921592,2.7998648974668274,2.5268261432647705,4.366455971049457,4.099802171290712
106,3,0.06666344993968637,0.5999710494571773,3.3998359469240054,4.1117937564849845,5.466402895054282,6.799671893848011
107,2,0.2333220747889023,0.5666393244873341,1.099946924004825,2.242828845977783,6.2663642943305184,7.799623642943304
108,4,1.2666055488540409,1.3999324487334135,2.7998648974668274,3.643751382827759,4.533114595898673,5.999710494571773
109,3,0.8999565741857659,1.966571773220748,2.6998697225572985,3.3949406147003174,3.6998214716525935,4.099802171290712
110,3,1.2332738238841978,1.2332738238841978,2.29988902291918,2.719893217086792,4.1331338962605555,4.799768395657418
111,4,0.4666441495778046,3.6998214716525935,5.1997490952955365,4.9613196849823,5.466402895054282,5.699724969843183
112,4,0.06666344993968637,0.29998552472858864,2.6998697225572985,3.786220788955689,4.233129071170084,7.499638118214715
113,3,0.06666344993968637,1.7332496984318455,2.399884197828709,2.5166800022125244,3.8331483715319665,5.299744270205066
114,1,0.06666344993968637,0.8999565741857659,1.3999324487334135,3.6807861328125,3.933143546441496,5.899715319662245
115,2,1.4000946457544616,3.0335383991346667,4.70031773931855,5.2840659618377686,5.26702271498107,5.500371822606814
116,3,0.06667117360735532,0.8000540832882638,2.3001554894537586,2.822041749954224,3.6335789616008647,3.400229853975121
117,3,3.0335383991346667,3.200216333153055,4.500304218496484,4.963560581207275,6.133747971876688,7.600513791238506
118,4,0.2666846944294213,0.6667117360735532,2.1001419686316924,2.6843557357788086,3.800256895619253,7.300493510005407
119,4,0.06667117360735532,0.9333964305029744,2.7001825310978904,3.378086566925049,4.666982152514874,8.8005949161709
120,3,2.7001825310978904,2.7001825310978904,3.800256895619253,4.76483416557312,5.467036235803137,7.100479989183341
121,3,1.5001014061654947,1.666779340183883,3.1002095727420222,3.627565860748291,4.333626284478096,6.8004597079502425
122,1,0.06667117360735532,0.03333558680367766,3.400229853975121,4.0844364166259775,6.100412385073012,7.600513791238506
123,1,0.06667117360735532,0.2333491076257436,1.6001081665765275,2.914273738861084,3.3668942671714435,4.300290697674418
124,3,0.06667117360735532,2.8001892915089237,3.200216333153055,3.4593307971954346,4.666982152514874,6.40043266630611
125,4,0.06667117360735532,0.7667184964845861,2.3001554894537586,2.281493663787842,2.966867225527312,5.70038534342888
126,3,1.7001149269875606,1.866792861005949,3.0002028123309894,2.399175882339477,4.4002974580854515,5.9003988642509455
127,4,0.06667117360735532,0.9000608436992968,1.9001284478096263,1.8302173614501955,3.1002095727420222,5.500371822606814
128,1,0.06667117360735532,1.0000676041103298,1.7001149269875606,2.612757921218872,4.166948350459707,4.300290697674418
129,2,0.8667146017699116,2.200121681415929,3.6001991150442483,3.4611966609954834,4.600254424778762,6.700370575221238
130,1,0.2333462389380531,0.20001106194690266,3.3001825221238934,3.8234789371490483,4.300237831858406,5.500304203539823
131,2,3.166841814159292,3.166841814159292,5.200287610619469,4.314310789108276,6.833711283185841,7.1003926991150434
132,3,0.06667035398230088,0.6667035398230089,3.400188053097345,3.409796953201294,4.433578539823009,5.700315265486727
133,3,0.06667035398230088,0.8333794247787609,2.500138274336283,3.977462530136109,4.166897123893805,4.7002599557522124
134,1,0.06667035398230088,0.4000221238938053,2.100116150442478,3.449561595916748,4.56691924778761,5.400298672566372
135,4,2.0001106194690266,2.3667975663716816,2.500138274336283,3.0772271156311035,3.6001991150442483,5.200287610619469
136,3,1.7334292035398233,1.7334292035398233,1.7000940265486726,2.1439297199249268,2.9001603982300885,6.900381637168143
137,1,0.06667035398230088,0.3666869469026549,2.400132743362832,2.9762570858001713,4.033556415929204,8.000442477876106
138,1,0.06667035398230088,0.03333517699115044,2.6001438053097345,2.9986660480499268,3.533528761061947,5.6003097345132735
139,4,0.06667035398230088,0.20001106194690266,3.8002101769911514,6.209830045700072,4.733595132743363,6.700370575221238
140,1,0.2333462389380531,3.3001825221238934,3.3001825221238934,4.650954484939575,5.566974557522124,7.1003926991150434
141,4,0.06667035398230088,0.533362831858407,2.700149336283186,3.625809192657471,4.933606194690267,5.6003097345132735
142,3,1.200066371681416,1.4000774336283186,2.300127212389381,3.0836021900177,3.666869469026549,4.1002267699115045
143,1,0.06667035398230088,0.8000442477876106,0.9000497787610621,1.3764591217041016,1.8000995575221241,2.9001603982300885
144,3,0.06667035398230088,0.2666814159292035,1.4000774336283186,2.792874336242676,3.533528761061947,5.9003263274336275
145,1,0.06667035398230088,0.2666814159292035,1.200066371681416,3.832142353057861,5.200287610619469,7.000387168141593
146,3,1.9001050884955752,2.9001603982300885,2.400132743362832,3.476024627685547,3.5001935840707965,3.6001991150442483
147,3,4.270909291790963,6.773395204949728,6.406363937686442,6.9145147800445566,6.9068611203181955,7.5074577394763
148,1,0.06673295768423379,0.300298309579052,7.107059993370898,8.032372713088991,9.00894928737156,12.612529002320185
149,4,0.16683239421058446,0.4003977461054027,4.704673516738482,5.118187189102173,5.271903657054469,7.707656612529003
150,3,0.06673295768423379,3.2365484476853386,3.903878024527677,4.259455919265747,4.637940559054249,6.306264501160093
151,3,3.203181968843221,3.203181968843221,5.205170699370235,5.342448711395264,6.372997458844327,7.807756049055352
152,3,2.068841021097514,2.5359986710227593,5.906207431197741,5.409425258636475,6.406733484689075,7.908311645163077
153,2,2.602735478154937,3.803998006534138,5.205470956309873,6.410803556442262,6.406733484689075,8.408837698654409
154,3,4.604839692120271,4.604839692120271,5.806102220499474,6.009092092514037,6.940627941746497,8.208627277257877
155,3,2.4358934603244915,2.6694722852871147,4.604839692120271,5.285480737686157,5.839470624065562,10.811362755412814
156,4,0.2335788249626225,1.4014729497757352,2.7028406888532035,2.715899705886841,3.5704191815715163,9.910415859128411
157,1,0.06673680713217786,0.3336840356608893,6.6069439060856086,7.0287926197052,7.874943241596987,9.209679384240543
158,4,2.569367074588848,4.404629270723738,4.805050113516806,5.143373727798462,5.839470624065562,6.006312641896009
159,2,1.6,2.28,6.2,7.111431360244751,8.8,11.28
160,1,0.06672917815774959,0.9008439051296196,3.803563154991727,3.9280524253845215,4.470854936569221,9.408814120242694
161,3,1.7349586321014894,1.7349586321014894,2.302156646442361,2.442421197891236,3.3030943188086046,4.1038444567016
162,3,0.06672917815774959,0.3002813017098732,3.803563154991727,3.988418340682984,4.704407060121347,8.90834528405957
163,2,3.4365526751241036,4.2039382239382235,4.1038444567016,4.458807706832887,4.671042471042472,4.904594594594595
164,4,0.5338334252619967,1.301218974076117,2.8026254826254826,3.342505931854248,3.836927744070601,4.003750689464976
165,1,6.166666666666668,6.2,6.3,7.214861869812013,8.033333333333333,10.1
166,4,0.06666666666666668,2.833333333333333,4.4,4.976963520050049,5.2,7.0
167,4,2.1333333333333333,2.7,3.0,3.192204236984253,4.5,8.2
168,2,2.6,3.633333333333333,4.2,3.84350323677063,4.7,4.9
169,1,0.06666666666666668,0.3333333333333333,2.7,2.4753785133361816,3.1666666666666665,4.5
170,3,4.7,4.8,5.2,5.1150996685028085,6.366666666666666,6.5
171,3,1.4333333333333331,2.3666666666666667,3.6,4.062396049499512,5.666666666666668,8.6
172,4,0.06666666666666668,4.266666666666667,4.9,5.511378288269043,6.5,10.2
173,1,0.06666666666666668,0.3,3.4,4.883642673492432,5.233333333333333,7.4
174,3,0.06666666666666668,0.3333333333333333,2.9,3.197636127471924,4.4,6.1
175,3,0.06666666666666668,0.6,3.0,2.943257093429565,4.266666666666667,7.1
176,1,0.06666666666666668,0.03333333333333333,5.2,5.776609659194946,6.433333333333334,7.1
177,2,2.7,2.7,3.0,3.942327260971069,4.866666666666666,5.0
178,3,0.1,1.4666666666666666,3.2,3.5812056064605717,4.333333333333333,9.1
179,3,0.06666666666666668,0.2,0.7,1.0299463272094729,1.7333333333333334,4.6
180,1,0.06666666666666668,0.03333333333333333,4.3,4.687822103500366,4.766666666666667,6.1
181,4,1.5333333333333334,5.066666666666666,9.5,9.351181983947754,10.5,11.5
182,3,1.6,1.6,3.1,3.44316029548645,3.6666666666666665,5.8
183,3,5.4,5.933333333333334,5.9,7.0500619411468515,7.966666666666668,8.5
184,3,0.06666666666666668,0.3333333333333333,3.7,3.4964747428894043,4.7,5.5
185,4,0.06666666666666668,1.3333333333333333,3.1,3.742517471313477,4.6,5.8
186,3,0.06666666666666668,2.033333333333333,3.9,3.2568681240081787,5.533333333333332,7.2
187,1,0.06666666666666668,0.3,1.8,3.4432859420776367,3.933333333333333,7.2
188,3,0.06666666666666668,1.9666666666666663,3.3,4.058554410934448,4.6,3.4
189,1,0.06666666666666668,0.36666666666666653,2.5,1.824669599533081,4.7,5.9
190,2,1.6,2.333333333333333,2.0,3.742234468460083,3.933333333333333,4.1
191,3,2.168822666806326,2.168822666806326,3.4033832617576203,4.188762664794922,4.571210851576413,9.809751754477846
192,4,2.102089661673824,4.6379438567089135,4.604577354142663,5.210917711257935,5.739038441395202,6.406368492720226
193,3,1.868529917373704,2.535862030721455,4.204192314090833,4.242462635040283,4.971624244440747,6.606587922142737
194,2,3.636960017745245,4.070725891421284,5.7056895691232725,6.377155303955077,6.773420950479675,7.107087007153552
195,4,0.06673321133477514,0.3002994510064881,3.103094327067044,3.488905429840088,3.903892863084345,12.512477125270335
196,3,4.604591582099483,4.637958187766872,4.804791216103808,5.22901463508606,5.7390561747906625,5.9058892031275985
197,3,3.0697277213996563,3.4367603837409195,4.10409249708867,4.689595699310303,5.505489935118948,8.408384628181668
198,2,2.202195974047579,2.9696279043974934,4.904891033105971,5.588398694992065,6.005989020129763,6.506488105140575
199,4,0.06673321133477514,0.2001996340043254,4.204192314090833,4.645321130752564,5.839155991792825,14.614573282315755
200,2,2.5693648334624326,2.8363118291468408,5.30557153922762,3.9957568645477295,6.006307402899193,6.4067278964258065
201,2,0.1001051233816532,0.3003153701449596,4.805045922319353,5.624544382095337,5.572518534912028,7.6079893770056435
202,2,-0.06673674892110214,0.2669469956844085,3.904099811884475,4.976224422454834,5.1053612924643135,10.911458448600198
203,3,0.06666666666666668,1.1,3.4,3.844133138656616,4.466666666666667,6.0
204,4,3.3666666666666667,3.7,3.9,4.449395656585693,7.2666666666666675,6.1
205,4,0.06666666666666668,0.3,2.5,4.280423641204834,3.5,6.6
206,3,2.833333333333333,3.066666666666667,2.8,3.274901390075684,4.4,7.0
207,3,0.06666666666666668,1.5,2.8,3.2558798789978027,4.4,8.9
208,3,0.06666666666666668,0.2333333333333333,2.8,2.4882681369781494,4.3,8.8
209,1,0.06666666666666668,0.3,4.1,5.114618062973023,4.966666666666667,8.3
210,3,5.066666666666666,5.266666666666667,4.9,5.614768505096436,5.333333333333333,6.5
211,4,3.1666666666666665,3.2333333333333334,4.0,4.009122133255005,4.7,7.1
212,2,2.3666666666666667,2.4,2.1,2.87734055519104,3.2666666666666666,3.4
213,3,0.06666666666666668,0.5,2.1,2.7442166805267334,3.066666666666667,2.9
214,4,0.06666666666666668,0.3333333333333333,2.6,3.1796743869781494,3.6666666666666665,5.5
215,4,0.06666666666666668,3.433333333333333,7.4,3.926107168197632,8.366666666666667,10.6
216,4,0.06666666666666668,1.7,2.8,3.111818552017212,3.733333333333333,5.7
217,1,1.7666666666666666,2.5,3.2,4.046079158782959,4.433333333333334,6.8
218,2,1.6333333333333333,3.566666666666667,3.8,4.2871742248535165,5.2,5.1
219,2,1.7666666666666666,2.1666666666666665,3.5,3.6278362274169917,4.1,23.8
220,1,0.06666666666666668,0.26666666666666666,3.9,4.109538555145264,4.366666666666666,4.5
221,4,0.06666666666666668,0.2,3.0,3.2115638256073,4.3,5.8
222,4,2.333333333333333,2.333333333333333,3.1,2.9550189971923833,4.233333333333333,4.4
223,3,0.06666666666666668,0.3,4.4,5.0106706619262695,6.0,7.0
224,4,0.06666666666666668,0.43333333333333335,3.4,3.950684309005737,4.466666666666667,7.5
225,1,0.06666666666666668,0.26666666666666666,2.5,5.409879446029663,4.933333333333334,8.4
226,3,2.8,2.8,3.5,4.031650304794312,4.366666666666666,6.6
227,3,1.8333333333333333,2.0,1.9,2.4747209548950195,2.933333333333333,4.0
228,1,0.06666666666666668,0.26666666666666666,3.1,4.04633378982544,3.4,5.4
229,1,0.06666666666666668,0.7666666666666667,1.7,3.176503896713257,3.6,5.3
230,3,0.9666666666666668,3.333333333333333,3.4,4.0328495502471915,4.5,5.7
231,1,0.06666666666666668,0.5333333333333333,8.7,8.784241676330566,9.533333333333333,10.7
232,1,0.06666666666666668,0.7666666666666667,3.1,4.011979818344116,5.266666666666667,7.1
233,4,3.433333333333333,3.8666666666666663,3.3,4.187429189682007,4.233333333333333,6.1
234,3,0.06666666666666668,0.4,2.2,2.9490768909454346,3.7666666666666666,5.8
235,3,0.06666666666666668,0.3,1.7,2.2278144359588623,4.4,8.1
236,3,4.904875621890548,5.305273631840796,6.40636815920398,5.488971710205078,6.473101160862355,9.609552238805973
237,4,0.0667330016583748,0.3002985074626866,4.304278606965174,4.2620813846588135,5.1384411276948585,7.507462686567164
238,1,0.0667330016583748,3.002985074626866,6.706666666666668,6.414631605148315,7.44072968490879,9.10905472636816
239,2,0.4671310116086236,3.0363515754560533,3.803781094527364,4.380432844161986,5.739038142620232,10.110049751243784
240,1,0.9342620232172472,0.9008955223880598,4.904875621890548,5.097074747085571,5.939237147595358,9.609552238805973
241,3,0.1000995024875622,3.8371475953565515,5.905870646766171,6.876484155654907,6.740033167495855,9.409353233830847
242,2,0.8666119252147548,1.79988630621526,3.7997599797877712,5.475805997848512,6.432926983324911,7.399532592218293
243,1,0.7666182415361293,0.7332870136432541,5.099677867609903,7.264369249343872,7.766176099039918,9.099425214754927
244,3,0.699955785750379,1.8998799898938856,2.999810510358767,2.811678647994995,3.899753663466397,6.2996020717534105
245,3,2.266523496715513,2.533173319858514,2.69982945932289,3.4296021461486816,4.299728398180899,6.899564173825164
246,4,0.06666245578575038,0.5666308741788781,1.599898938858009,2.2109169960021973,2.6664982314300154,3.5997726124305203
247,4,0.06666245578575038,1.433242799393633,1.399911571500758,2.5213449001312256,3.233129105608893,3.299791561394644
248,4,1.2332554320363822,1.2332554320363822,2.799823143001516,2.8817734718322754,3.299791561394644,5.699639969681658
249,4,0.06666245578575038,1.0999305204648813,2.5998357756442645,3.896661996841431,6.066283476503284,5.8996273370389085
250,4,0.06666245578575038,0.4333059626073774,4.799696816574028,4.9091365337371835,5.332996462860031,9.399406265790805
251,4,0.8332806973218797,2.2998547246083882,3.3997852450732693,4.2156243324279785,4.566378221323902,4.799696816574028
252,1,0.06666245578575038,0.03333122789287519,2.799823143001516,3.409602642059326,3.8664224355735217,5.599646286003032
253,1,0.06666245578575038,2.3331859525012635,3.0998041940373926,3.74742603302002,4.299728398180899,6.599583122789287
254,3,2.4998420919656392,2.5665045477513893,2.2998547246083882,3.4416463375091557,2.7664919151086407,3.3997852450732693
255,3,0.06666245578575038,0.19998736735725112,4.399722081859525,4.824776649475098,6.1662771601819095,6.899564173825164
256,2,1.599898938858009,3.1331354219302674,5.299665234967155,0.9635415077209472,6.499589439110662,8.399469429004547
257,3,0.5999621020717534,0.5999621020717534,2.4998420919656392,3.184659719467163,3.633103840323396,5.499652602324406
258,3,0.1672892381013718,0.468409866683841,2.408965028659754,3.662950038909912,8.565208990790236,8.899787466992981
259,3,2.8104592001030464,3.7807367810910026,5.587460552585819,6.709939956665039,6.959232305017067,9.803149352740387
260,3,2.241675790558382,2.241675790558382,2.1078444000772847,2.4431159496307373,3.5799896953693566,5.587460552585819
261,4,0.10037354286082308,3.513074000128808,3.412700457267985,3.7279093265533447,5.2528820763830755,5.988954724029112
262,3,0.9033618857474076,1.3383139048109745,3.412700457267985,2.8154637813568115,6.323533200231855,6.892316609776517
263,2,4.316062343015393,4.316062343015393,4.684098666838411,5.02180027961731,6.156243962130482,5.988954724029112
264,3,0.06691569524054873,4.282604495395118,4.316062343015393,5.128015041351318,5.855123333548013,5.888581181168287
265,4,0.10037354286082308,0.6356991047852129,3.513074000128808,3.8867478370666495,4.2156888001545685,7.3941843240806335
266,1,0.06691569524054873,0.4014941714432924,1.6059766857731694,3.976624011993408,5.687834095446641,7.89605203838475
267,3,0.10037354286082308,0.7360726476460359,2.8104592001030464,3.2180819511413574,3.8811103239518263,5.587460552585819
268,4,0.06691569524054873,0.20074708572164615,0.10037354286082308,0.9431588649749756,8.230630514587492,10.405390609905327
269,1,0.10037354286082308,1.2379403619501514,2.007470857216462,1.6981711387634275,2.8439170477233207,4.583725123977588
270,2,2.9,2.9,4.1,4.408417701721191,5.566666666666666,5.8
271,4,0.06666666666666668,0.5666666666666667,2.7,2.5763051509857178,4.433333333333334,8.9
272,4,0.2,0.8333333333333334,1.0,1.957870960235596,2.6,5.3
273,3,0.06666666666666668,0.43333333333333335,1.7,1.8665726184844968,2.7666666666666666,4.4
274,3,0.06666666666666668,1.5666666666666669,2.5,3.0902175903320312,4.466666666666667,6.2
275,4,0.06666666666666668,0.7333333333333333,4.1,4.6528499126434335,5.4,5.5
276,2,0.43333333333333335,2.333333333333333,3.2,3.948115110397339,4.666666666666667,7.8
